numero_faq;problema;solucao;categoria_faq;;;;;
1000465;REGISTRO E COMERCIALIZAÇÃO DE SÊMEN E EMBRIÃO ANIMAL;"Os procedimentos para solicitação de registro de estabelecimentos de produção ou comercialização de sêmen e embrião animal, bem como as legislações relativas ao tema estão dispostos na área de Material Genético Animal da página eletrônica do MAPA: 
 
1 - Acessar o site: http://www.agricultura.gov.br/ 
2 - Selecionar a opção Insumos Agropecuários 
3 - Selecionar Insumos Pecuários 
4 - Selecionar Material Genético 
5 - Selecionar Registro de Estabelecimento 
  
http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-pecuarios/material-genetico/registro-de-estabelecimento/registro-de-estabelecimento 
  
Lá estão disponíveis: 
 
Requerimentos para laboratórios e centros de coleta 
Documentação para laboratórios e centros de coleta 
Requerimento para estabelecimentos comerciais 
Exigências físicas e operacionais conforme classificação 
 
E também  na Carta de Serviços ao Cidadão do MAPA: 
 
http://www.agricultura.gov.br/acesso-a-informacao/acoes-e-programas/cartas-de-servico/defesa-agropecuaria-material-genetico-animal  
  
Lá estão disponíveis: 
 
Registro de Estabelecimentos 
Cancelamento de registro de estabelecimentos 
Inscrição de animais reprodutores doadores de sêmen 
Baixa de inscrição de reprodutores doadores de sêmen 
Consulta de informações sobre reprodutores e estabelecimentos";DEMANDA::SIC::VETERINARIA::VETERINARIA::MATERIAL GENETICO::MATERIAL GENETICO;;;;;
1000466;LEGISLAÇÃO - MATERIAL GENÉTICO ANIMAL E AVES;"Para acesso à consulta dos Normativos referentes a material genético animal e aves de reprodução no Brasil, segue: 
 
1 - Acessar o site: http://www.agricultura.gov.br/ 
2 - Selecionar Insumos Agropecuários 
3 - Selecionar Insumos Pecuários 
4 - Selecionar Material Genético 
5 - Selecionar Legislações 
 
http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-pecuarios/material-genetico/legislacao-material-genetico";VETERINARIA-VETERINARIA-MATERIAL GENETICO;;;;;
1000467;DEPARTAMENTO DE DESENVOLVIMENTO TECNOLÓGICO E EXTENSÃO RURAL - DTER;" As certificações zootécnicas para avaliação do desempenho dos animais doadores de sêmen são realizadas pelo Departamento de Desenvolvimento Tecnológico e Extensão Rural (DTER), da Secretaria do Produtor Rural e Cooperativismo (SPRC). Acompanhe a situação do processo de Certificação Zootécnica por animal, indicando a unidade da federação e o número do registro no Ministério da Agricultura do estabelecimento que ingressou com o pedido de certificação do animal. 
  

 Ministério da Agricultura, Pecuária e Abastecimento. 
Secretaria do produtor Rural e Cooperativismo 
Departamento de Desenvolvimento Tecnológico e Extensão Rural  
Esplanada dos Ministérios Bloco D, Anexo A, 2º andar, Sala 2, 70043-900, Brasília-DF. 
Telefone: (61) 3218 3337 
Fax (61) 3218 3233  
E-mail: <a href=""mailto:luiz.carvalho@agricultura.gov.br"">luiz.carvalho@agricultura.gov.br</a> ";VETERINARIA-VETERINARIA-MATERIAL GENETICO;;;;;
1000468;ACESSO AO SISTEMA AGROSTAT;"O que encontro em cada uma das três abas da página inicial? 
 
R. Na aba “Indicadores Gerais” há gráficos de exportação por mercados, UF e setores, além da série histórica da balança comercial do agronegócio brasileiro. Na aba “Exportação Importação”encontram-se os painéis de consulta a partir de parâmetros que podem ser selecionados pelo usuário. Na aba “Tabela de Agrupamentos” é possível consultar os agrupamentos de produtos: agronegócio ou agrícola. 
 
Os gráficos da aba “Indicadores Gerais” são estáticos? 
 
R. Não, os gráficos de pizza são dinâmicos. No gráfico de “Exportações Brasileiras do Agronegócio por Mercados”, por exemplo, caso o usuário clique no nome de um mercado ou na fatia do gráfico, é possível visualizar os produtos exportados para aquele mercado. O mesmo ocorre com os demais gráficos de pizza. Para retornar aos dados originais, basta clicar em “voltar”. 
 
Como consultar os painéis na aba “Exportação Importação”? 
 
R. Para fazer a consulta é necessário selecionar o painel de acordo com o tipo de visualização desejado (por produtos, por países, etc). 
 
Como selecionar os parâmetros em cada painel? 
 
R. Os parâmetros mudam de acordo com o painel selecionado. No painel “Rankings”, por exemplo, ao selecionar o tipo de transação, o tipo de agrupamento e o ano, já é possível visualizar os dados na tela. Caso queria selecionar um mês específico, basta clicar no parâmetro de mês. No painel “Bloco/País por produto”, ao selecionar o tipo de transação, o tipo de agrupamento, ano, e bloco ou país, já é possível visualizar os dados na tela. Há possibilidade de fazer pesquisa dos parâmetros, clicando na lupa que fica à direita de cada parâmetro ou clicando sobre o parâmetro. 
 
É possível exportar os dados para o Excel? 
 
R. Sim, após a realização da consulta é possível exportar os dados para o excel, clicando na imagem que fica no cabeçalho à direita. 
 
Qual a diferença entre os agrupamentos agronegócio e agrícola exibidos na aba “Tabela de Agrupamentos”? 
 
R. O agrupamento agrícola é um subconjunto do agrupamento agronegócio. Enquanto o agrupamento agrícola contém 1.741 itens, que são os produtos do acordo agrícola estabelecidos pelo Acordo Agrícola da OMC, além de pescados, o agrupamento agronegócio contém 2.871 itens, que incluem os produtos florestais e outros produtos processados de têxteis e couros, por exemplo. 
 
Qual o contato para outras informações? 
 
R. O contato pode ser feito pela central de relacionamento do MAPA (0800-704-1995) ou pelo email: agrostat@agricultura.gov.br.";SISTEMAS-SISTEMAS DE INFORMACAO-AGROSTAT;;;;;
1000469;REGISTRO DE PRODUTO DE LIMPEZA - FRIGORÍFICO;"Não há previsão legal para registro de produtos de limpeza junto ao MAPA para uso em matadouros, frigoríficos, ordenhadeiras ou qualquer estabelecimento registrados junto ao SIF. 
 
A legislação que trata deste assunto é a INSTRUÇÃO NORMATIVA Nº 49, DE 14 DE SETEMBRO DE 2006, a qual prevê que a referida categoria de produto deve estar registrada ou isenta de registro junto ao órgão competente, por exemplo, ANVISA – Ministério da Saúde. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000489;MANIPULAÇÃO DE PRODUTOS VETERINÁRIOS ;"Para manipular produto de uso veterinário, o estabelecimento deve ser registrado no MAPA, conforme exige o artigo 4º do Decreto 5053/2004. Além das exigências contidas nesse Regulamento, a empresa deve atender o que dispõe a IN 11, de 08 de junho de 2005. 
  
Demais informações, o cidadão deverá entrar em contato com a Superintendência Federal de Agricultura de seu estado: 
 
http://www.agricultura.gov.br/sfa 
  
O SIPEAGRO é o sistema utilizado para registrar e cadastrar todos os Produtos Agropecuários e os Estabelecimentos que fabricam, manipulam, fracionam, envasam, controlam a qualidade, comercializam, armazenam, distribuem, importam ou exportam. 
  
Todos os estabelecimentos devem solicitar o registro por meio do SIPEAGRO, inclusive os estabelecimentos que já possuem licença e que estão com processo de renovação de licença do MAPA. 
  
A renovação via SIPEAGRO só será feita para estabelecimentos que já possuem registro no sistema. 
  
O SIPEAGRO permite: 
  
·         Acompanhar os Processos Administrativos de pedidos de registro de estabelecimentos e produtos 
  
·         Acompanhar os trâmites dos processos Administrativos de Fiscalização 
  
·         Gerar relatórios 
  
·         Solicitar alteração diversas relacionadas com estabelecimentos e produtos 
  
·         Emitir certificados de Estabelecimentos e Produtos registrados e/ou cadastrados pelo MAPA. 
  
O MAPA dispõe de um prazo legalmente previsto de 60 dias para cada nova análise documental nos processos de cadastramento no Sistema SIPEAGRO. A efetivação de registro depende de cada caso apresentado. 
  
Para concessão do registro de estabelecimento no Serviço de Inspeção Federal, não há cobrança de taxas. 
  
Após todos os trâmites de registro o estabelecimento deverá solicitar que o FFA faça a emissão do Certificado de Registro e depois ir buscar diretamente na SFA do seu Estado. 
  
O Sistema ainda não faz essa emissão porque fica a cargo do Chefe de Serviço emitir o Certificado. 
 
Segue link de acesso ao sistema SIPEAGRO, onde deve ser realizado o cadastro e também onde consta o MANUAL DO USUÁRIO: 
 
http://sistemasweb.agricultura.gov.br/pages/SIPEAGRO.html 
 ";VETERINARIA-VETERINARIA;;;;;
1000490;TRANSPARÊNCIA PÚBLICA;"O estímulo à transparência pública é um dos objetivos essenciais da moderna Administração Pública. A ampliação da divulgação das ações governamentais a milhões de brasileiros, além de contribuir para o fortalecimento da democracia, prestigia e desenvolve as noções de cidadania. 
  
O que pode ser encontrado no Portal: 
  
Informações sobre Transferências de Recursos, para estados, municípios, pessoas jurídicas, e feitas ao exterior, ou diretamente a pessoas físicas. Estão disponíveis dados de todos os recursos federais transferidos da União para estados, municípios e Distrito Federal. Pode-se consultar, por exemplo, quanto foi repassado pelo Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb) do Ministério da Educação para qualquer município do País ou mesmo quem são os beneficiários do Bolsa Família, quanto receberam e em que meses (recursos federais transferidos diretamente ao cidadão). 
  
Informações sobre Gastos Diretos do Governo Federal: contratação de obras, serviços e compras governamentais, que podem ser vistas por órgão, por ação governamental ou por favorecidos (empresas privadas ou pessoas físicas). Também detalha as diárias pagas e os gastos feitos em cartões de pagamento do Governo Federal. 
  
Informações diárias sobre a execução orçamentária e financeira das com dados detalhados e diariamente atualizados sobre os atos praticados pelas unidades gestoras do Poder Executivo Federal no decorrer da execução das suas despesas. O cidadão poderá saber quanto e com o que está sendo comprometido o recurso do orçamento. É possível, inclusive, conhecer a fase em que a despesa se encontra: empenho, liquidação e pagamento 
  
Informações sobre Receitas previstas, lançadas e realizadas pelo Governo Federal, organizadas por Órgão e por categoria das Receitas, e atualizadas diariamente. 
  
Informações sobre Convênios registrados no SIAFI e no SICONV firmados nos últimos anos, com descrição sucinta do objeto, datas e valores envolvidos, desde 1º de janeiro de 1996. 
  
Informações sobre a lista de Empresas Sancionadas pelos órgãos e entidades da Administração Pública das diversas esferas federativas. 
  
Informações sobre cargo, função e situação funcional dos Servidores e agentes públicos do Poder Executivo Federal. 
  
Informações sobre Transparência no Governo – relação dos órgãos e entidades do Governo Federal que possuem Páginas de Transparência Pública próprias. 
  
Informações sobre Participação e Controle Social. 
  
Informações sobre projetos e ações no âmbito do Poder Executivo Federal, que são divulgadas pelos órgãos em suas respectivas páginas eletrônicas – Rede de Transparência. 
  
Páginas de Transparência de Estados e Municípios - dados de cada ente federativo, sobre transferências de recursos recebidas do governo federal e cadastro de convênios, extraídos do Portal da Transparência. 
 
Segue links de acesso ao PORTAL DA TRANSPARÊNCIA DOS ESTADOS: 
 
 ACRE - AC  
 
 <a href=""http://transparencia.ac.gov.br/acessoainformacao/index.php"">http://transparencia.ac.gov.br/acessoainformacao/index.php</a>  
 
 ALAGOAS - AL  
 
http://transparencia.al.gov.br/ 
http://www.agricultura.al.gov.br/ (Agricultura) 
 
 AMAPÁ - AP  
 
http://www.transparencia.ap.gov.br/  
 
 AMAZONAS - AM  
 
http://www.transparencia.am.gov.br/  
 
 BAHIA - BA  
 
http://ba.transparencia.gov.br/tem/ 
 
 CEARÁ - CE  
 
http://transparencia.ce.gov.br/   
 
 DISTRITO FEDERAL - DF  
 
http://www.transparencia.df.gov.br 
http://www.agricultura.gov.br/acesso-a-informacao/servidores (Agricultura) 
 
 ESPÍRITO SANTO - ES  
 
https://transparencia.es.gov.br/ 
 
 GOIÁS - GO  
 
http://www.transparencia.go.gov.br/portaldatransparencia/  
 
 MARANHÃO - MA  
 
http://www.transparencia.ma.gov.br/  
 
 MATO GROSSO - MT  
 
https://www.transparencia.mt.gov.br/ 
 
 MATO GROSSO DO SUL  
 
http://www.transparencia.ms.gov.br/ 
 
 MINAS GERAIS - MG  
 
http://www.transparencia.mg.gov.br/ 
 
 PARÁ - PA  
 
http://www.transparencia.pa.gov.br/  
 
 PARAÍBA - PB  
 
http://transparencia.pb.gov.br/ 
 
 PARANÁ - PR  
 
http://www.transparencia.pr.gov.br/  
 
 PERNAMBUCO - PE  
 
http://www2.portaldatransparencia.pe.gov.br/web/PORTAL-DA-TRANSPARENCIA 
 
 PIAUÍ - PI  
 
<a href=""http://transparencia.pi.gov.br/apex/f?p=101:1"">http://transparencia.pi.gov.br/apex/f?p=101:1</a> 
 
 RIO DE JANEIRO - RJ  
 
http://www.transparencia.rj.gov.br/ 
 
 RIO GRANDE DO NORTE - RN  
 
http://www.transparencia.rn.gov.br/  
 
 RIO GRANDE DO SUL - RS  
 
http://www.transparencia.rs.gov.br/webpart/system/PaginaInicial.aspx 
 
 RONDÔNIA - RO  
 
http://www.transparencia.ro.gov.br/ 
 
 RORAIMA - RR  
 
http://www.transparencia.rr.gov.br/  
 
 SANTA CATARINA - SC  
 
http://transparencia.sc.gov.br/ 
 
 SÃO PAULO - SP  
 
http://www.transparencia.sp.gov.br/  
 
 SERGIPE - SE  
 
http://www.transparenciasergipe.se.gov.br/TRS/ ​ 
 
 TOCANTINS - TO  
 
http://transparencia.to.gov.br/  
 ";ORGANIZACAO INSTITUCIONAL-DESPESAS;;;;;
1000491;EMBALAGENS DO PRODUTO DA COLHEITA;"De acordo com o Departamento de Inspeção de Produtos de Origem Vegetal -DIPOV/Mapa, na embalagem tem que constar a data da colheita e da validade do produto. 
Tal informação pode ser encontrada na Lei do Consumidor. 
 ";ALIMENTO-ARMAZENAMENTO DE ALIMENTO-EMBALAGEM;;;;;
1000493;NORMATIVAS PARA EMBALAGENS;"As normas para impressão estão descritas no Decreto 30.691 de 29/03/1952. 
 
Registro de embalagem de produtos destinados à alimentação animal 
 
A Instrução Normativa N° 22 de 02 de junho de 2009 regulamenta embalagem, rotulagem e propaganda dos produtos destinados à alimentação animal. 
 
Instrução Normativa N° 42 de 16 de dezembro de 2010 estabelece os critérios e os procedimentos para a fabricação, fracionamento, importação e comercialização dos produtos isentos de registro. 
 
Para visualizar a legislação pertinente ao Ministério da Agricultura, Pecuária e Abastecimento, sugerimos: 
 
1. Acessar o site http://www.agricultura.gov.br 
2. Clicar no item: Legislação 
3. Clicar em: Sistema de Consulta à Legislação (SISLEGIS). 
 
OBS: Para dirimir dúvidas fornecer o contato da SFA: 
 
http://www.agricultura.gov.br/sfa 
 ";ALIMENTO-ARMAZENAMENTO DE ALIMENTO-EMBALAGEM;;;;;
1000499;CEPLAC;"A missão da CEPLAC é promover a competitividade e sustentabilidade dos segmentos agropecuário, agroflorestal e agroindustrial para o desenvolvimento das regiões produtoras de cacau, tendo o cliente como parceiro. Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC, órgão do Ministério da Agricultura, Pecuária e Abastecimento, atua em seis estados do Brasil: Bahia, Espírito Santo, Pará, Amazonas, Rondônia e Mato Grosso. Criada em 20 de fevereiro de 1957, época em que a economia cacaueira atravessava uma grave crise, teve sua atuação, nos seus primórdios, centrada basicamente no apoio à cacauicultura. Desde a sua criação, a CEPLAC vem acumulando inúmeras conquistas, graças ao seu modelo de atuação integrada, onde num só Órgão, desenvolve-se atividades de pesquisa, extensão rural e ensino agrícola. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000500;AGU;"À Consultoria Jurídica, órgão setorial da Advocacia-Geral da União, compete: 
 
Assessorar o Ministro de Estado em assuntos de natureza jurídica; 
 
Exercer a supervisão das atividades das unidades organizacionais jurídicas das entidades vinculadas; 
 
Fixar a interpretação da Constituição, das leis, dos tratados e dos demais atos normativos a ser uniformemente seguida em sua área de atuação e coordenação, quando não houver orientação normativa do Advogado-geral da União; 
 
Elaborar estudos e preparar informações, por solicitação do Ministro de Estado; 
 
Assistir ao Ministro de Estado no controle interno da legalidade administrativa dos atos a ser por ele praticados ou já efetivados e daqueles oriundos de órgãos ou entidades sob sua coordenação jurídica; 
 
Examinar, revia e conclusivamente, no âmbito do Ministério: 
 
Os textos de edital de licitação, bem como os dos respectivos contratos ou instrumentos congêneres, a ser publicados e celebrados; e Os atos pelos quais se vá reconhecer a inexigibilidade, ou decidir a dispensa de licitação; 
 
Os termos de convênios; 
 
Examinar ordens e sentenças judiciais e orientar as autoridades de Ministério quanto a seu exato cumprimento; e 
 
Coligir elementos de fato e de direitos e preparar as informações que devem ser prestadas por autoridades do Ministério em ações judiciais, bem como informações solicitadas pela Advocacia-Geral da União. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000501;SECRETARIA EXECUTIVA ;"À Secretaria-Executiva compete: 
 
Assistir ao Ministro de Estado na supervisão e coordenação das atividades das secretarias integrantes da estrutura do Ministério e das entidades a ele vinculadas; 
 
Supervisionar e coordenar, no âmbito do Ministério: 
 
As atividades relacionadas com os sistemas federais de planejamento e de orçamento, de administração financeira, de contabilidade, de administração dos recursos de informação e informática, de recursos humanos, de serviços gerais, de gestão de documentos, de arquivos e as de organização e modernização administrativa; 
 
As atividades relacionadas a ouvidoria, à corregedoria, às informações documentais agropecuárias e ao acompanhamento das unidades descentralizadas, das entidades vinculadas e dos órgãos colegiados, inclusive das câmaras setoriais e temáticas; 
 
Promover a execução, acompanhamento e avaliação dos programas e ações pertinentes; 
 
Coordenar e promover a programação e a implementação da capacitação e treinamento de recursos humanos, em atendimento às demandas dos órgãos e das unidades descentralizadas do Ministério; 
 
Auxiliar o Ministro de Estado na definição das diretrizes e na implementação dos assuntos da área de competência do Ministério; e 
 
Exercer outras atribuições que lhe forem cometidas pelo Ministro de Estado. 
 
À Secretaria-Executiva compete exercer, ainda, o papel de órgão setorial do Sistema de Pessoal Civil da Administração Federal (Sispec), Sistema de Administração dos Recursos de Informação e Informática (Sisp), Sistema de Planejamento e de Orçamento federal, Sistema de Administração Financeira Federal, Sistema de Contabilidade Federal e Sistema Nacional e Arquivos (Sinar). 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000502;SUBSECRETARIA DE PLANEJAMENTO, ORÇAMENTO E ADMINISTRAÇÃO;"À Subsecretaria de Planejamento, Orçamento e Administração compete: 
 
Planejar e coordenar, no âmbito do Ministério, a execução das atividades relativas às organizações e modernização administrativa; 
 
Promover e articular com os órgãos centrais dos sistemas federais, informar e orientar os órgãos do Ministério quanto ao cumprimento das normas administrativas estabelecidas; 
 
Orientar a formulação e consolidar as propostas orçamentárias do Ministério e de suas entidades vinculadas, compreendendo o orçamento fiscal e o da seguridade social, compatibilizando-as com os objetivos, metas e alocação de recursos, em conformidade com as diretrizes estabelecidas pelo órgão central do Sistema de Planejamento e de Orçamento Federal; 
 
Promover a elaboração e a consolidação dos planos e programas das atividades de sua área de competência e submetê-los à decisão superior; 
 
Coordenar a elaboração e a consolidação dos planos e programas das atividades finalísticas do Ministério, seus orçamentos e alterações, bem como submetê-los à decisão superior; 
 
Acompanhar e promover a avaliação de projetos e atividades; 
 
Gerir os recursos do Fundo Federal Agropecuário e demais transferências e receitas financeiras; 
 
Desenvolver, no âmbito do Ministério, as atividades de execução orçamentária, financeira e contábil; 
 
Realizar tomadas de contas dos ordenados de despesas e demais responsáveis por bens e valores públicos e de todo aquele que der causa a perda, extravio ou irregularidade que resulte em dano ao erário; e 
 
Coordenar o acompanhamento de execução de convênios firmados no âmbito do Ministério. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000503;SUBSECRETARIA DE PLANEJAMENTO, ORÇAMENTO E ADMINISTRAÇÃO;"À Assessoria de Gestão Estratégica compete: 
 
Promover a gestão estratégica do Ministério; 
 
Coordenar a elaboração do planejamento estratégico do Ministério e, especialmente: 
 
Desenvolver a prospectiva de cenários com base nas políticas e diretrizes governamentais; 
 
Consolidar o projeto institucional quanto à missão, à visão de futuro e às diretrizes setoriais; 
 
Acompanhar o desdobramento das diretrizes em metas e o estabelecimento dos respectivos indicadores de desempenho; 
 
Promover e apoiar a elaboração dos planos e programas de forma articulada e sistêmica; e 
 
Promover à articulação estratégica de assuntos institucionais específicos, determinados pelo Ministro de Estado. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000504;COMISSÃO DE ÉTICA NO MINISTÉRIO DA AGRICULTURA ;"Foi criado, através da Portaria 1037/2009, a Comissão de Ética no Ministério da Agricultura. 
 
À comissão de ética compete: 
 
Apurar condutas em desacordo com as normas de ética e disciplina.  
 
Supervisionar as regras do Código de Conduta da Alta Administração Federal.  
 
A Comissão de Ética, em sintonia com a Ouvidoria e a Coordenação de Disciplina, fornecerá notícias sobre a ética no serviço público e informações sobre o assunto. As consultas, denúncias e reclamações podem ser feitas através do e-mail <a href=""mailto:etica.mapa@agricultura.gov.br"">etica.mapa@agricultura.gov.br</a>. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000505;"COMISSÃO EXECUTIVA DO PLANO DA LAVOURA CACAUEIRA 
";"À Comissão Executiva do Plano da Lavoura Cacaueira compete: 
 
Promover o desenvolvimento rural sustentável das regiões produtoras de cacau do Brasil, por meio de pesquisa e desenvolvimento, transferência de tecnologia, formação e educação agropecuária, certificação e organização da produção; 
 
Planejar apoiar  e acompanhar ações de fortalecimento do setor produtivo, fortalecendo os arranjos locais,com ênfase em sistemas agroflorestais e na atração de investimentos; 
 
Promover e ampliar a competitividade e sustentabilidade dos segmentos do agronegócio, o aperfeiçoamento da lavoura cacaueira e o desenvolvimento da produção do cacau no País; 
 
Promover e melhorar as condições de vida das populações rurais e contribuir para uso racional dos recursos naturais nas regiões produtoras de cacau; 
 
Ampliar a renda agropecuária e gerar empregos nas regiões produtoras de cacau, por meio do desenvolvimento das atividades agrossilvopastoris, observando as relações de equilíbrio socioeconômico, a capacidade de uso intensivo de mão-de-obra e a sustentabilidade ambiental; 
 
Administrar os recursos provenientes do Fundo Geral do Cacau (FUNGECAU); 
 
Coordenar a elaboração promover a execução, acompanhamento e avaliação dos programas e ações pertinentes a sua área de competência; 
 
Propor a programação e acompanhar a implementação de capacitação e treinamento de recursos humanos e colaborados, em atendimentos às demandas técnicas específicas; 
 
Subsidiar a Assessoria de Gestão Estratégica com informações específicas necessárias à operacionalização do planejamento estratégico do Ministério; e 
 
Exercer outras que lhe atribuições que lhe forem cometidas pelo Ministério de Estado. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000506;SECRETARIA DE DEFESA AGROPECUÁIA - SDA;"À Secretaria de Defesa Agropecuária compete: 
  
Contribuir para a formação da política agrícola no que se refere à defesa agropecuária; 
 
Planejar, normatizar, coordenar e supervisionar as atividades de defesa agropecuária, em especial: 
 
Saúde animal e sanidade vegetal; 
 
Fiscalização e inspeção de produtos, derivados, subprodutos e resíduos de origem animal e vegetal; 
Fiscalização de insumos agropecuários; 
 
Fiscalização higiênico-sanitário dos serviços prestados na agricultura e na pecuária; 
 
Análise laboratorial como suporte às ações de defesa agropecuária; e 
 
Certificação sanitária, animal e vegetal. 
 
Coordenar a execução das atividades de defesa agropecuária relativas ao trânsito internacional em fronteiras, portos marítimos e fluviais, aeroportos e estações aduaneiras, referentes aos produtos e insumos agropecuários; 
 
Formular propostas e participar de negociações de acordos, tratados ou convênios internacionais concernentes aos temas de defesa agropecuária, em articulação com os demais órgãos de Ministério; 
 
Coordenar a elaboração, promover a execução, acompanhamento e avaliação dos programas e ações da Secretaria; 
 
Promover a implantação dos sistemas de gerenciamento da Secretaria e atualizar a base de dados com informações técnico-operacional e estratégicas; 
 
Propor a programação e acompanhar a implementação de capacitação e treinamento de recursos humanos e colaboradores, em atendimento às demandas técnicas especificas; 
 
Auxiliar o Ministro de Estado na definição das diretrizes e na implementação de ações do Ministério; 
 
Subsidiar a assessoria de Gestão Estratégica com informações especificas necessárias à operacionalização do planejamento estratégico de Ministério; e 
 
Exercer outras atribuições que lhe forem cometidas pelo Ministro do Estado. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000507;SECRETARIA DE DEFESA AGROPECUÁIA  E COOPERATIVISMO - COMPETE ;"À Secretaria de Desenvolvimento Agropecuário e Cooperativismo compete: 
 
Contribuir para a formulação da política agrícola no que se refere a desenvolvimento do agronegócio; 
 
Planejar, fomentar, coordenar, supervisionar e avaliar as atividades, programas e ações de: 
 
Cooperativismo e associativismo rural; 
 
Pesquisa tecnológica, difusão de informações e transferência de tecnologia; 
 
Assistência técnica e extensão rural; 
 
Infra-estrutura rural e logística da produção e comercialização agropecuárias; 
 
Indicação geográfica e denominação de origem dos produtos agropecuários; 
 
Produção e fomento agropecuário, agroindustrial, extrativista e agroecológico e de sistemas integrados de produção, bem como de certificação, sustentabilidade e rastreabilidade; 
 
Desenvolvimento de novos produtos agrícolas, pecuários e de origens animal e vegetal; 
 
Padronização e classificação de produtos agrícolas, pecuários e de origens animal e vegetal; 
 
Proteção, manejo e conservação de solo e água, agroirrigação, plantio direto e recuperação de áreas agricultáveis, de pastagens degradadas; 
 
Agricultura de precisão; 
 
Manejo zootécnico e o bem-estar animal; e 
 
Agregação de valor aos produtos agropecuários e extrativistas; 
 
Coordenar a normatizar as atividades de: 
 
Proteção de cultivares, especialmente as do Serviço Nacional de Proteção de Cultivares (SNPC); e 
Preservação, conservação e proteção do patrimônio genético e melhoramento de espécies animais e vegetais de interesse econômico; 
 
Formular, fomentar, apoiar e coordenar ações governamentais voltadas à pesquisa tecnológica e biotecnológica em agropecuária, extrativismo e biodiversidade; 
 
Promover a implantação dos sistemas de gerenciamento das atividades da Secretaria e atualizar a base de dados com informações técnico-operacionais e estratégicas; 
 
Promover e implantar ações voltadas para a atividade agropecuária, observando o uso tecnicamente correto dos recursos naturais, a recuperação de áreas degradadas, a proteção, a conservação e o manejo do solo e água, da biodiversidade e do meio ambiente, em consonância com as políticas e diretrizes governamentais; 
 
Implementar as ações decorrentes de tratados, acordos e convênios com governos estrangeiros e organismos nacionais e internacionais relativos aos assuntos de sua competência, em articulação com os demais órgãos do Ministério; 
 
Propor ações de desenvolvimento das cadeias produtivas do agronegócio; 
 
Coordenar e promover a operacionalização da Comissão Coordenadora da Criação do Cavalo Nacional (CCCCN); 
 
Propor a programação e acompanhar a implantação de capacitação e treinamento de recursos humanos e colaboradores, em atendimento às demandas técnicas específicas; 
 
Auxiliar o Ministro de Estado na definição das diretrizes e na implementação de ações do Ministério; 
 
Subsidiar a assessoria de gestão estratégica com informações específicas necessárias à operacionalização do planejamento estratégico do Ministério: e 
 
Exercer outras atribuições que lhe forem cometidas pelo Ministro de Estado. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
1000508;SECRETARIA DE POLÍTICA AGRÍCOLA - SPA ;"À Secretaria de Política Agrícola compete: 
 
Formular as diretrizes de ação governamental para a política agrícola e segurança alimentar; 
 
Analisar e formular proposições e atos regulamentares de ação governamental para o setor agropecuário; 
 
Supervisionar a elaboração e aplicação dos mecanismos de intervenção governamental referentes à comercialização e ao abastecimento agropecuário; 
 
Promover estudos, diagnósticos e avaliações sobre: 
 
Os efeitos das políticas econômicas sobre o sistema produtivo agropecuário; 
 
O seguro rural; e 
 
O zoneamento agropecuário; 
 
Administrar o sistema de informação agrícola; 
 
Identificar prioridades, dimensionar e propor o direcionamento dos recursos para custeio, investimento e comercialização agropecuária, inclusive dos orçamentários, no âmbito do Sistema Nacional de Crédito Rural (SNCR); 
 
Prover os serviços de secretaria-executiva do Conselho Nacional de Política Agrícola (CNPA) e da Comissão Especial de Recursos (CER); 
 
Participar de discussões sobre os temas de política comercial externa que envolve produtos do setor agropecuário e seus insumos, em articulação com os demais órgãos do Ministério; 
 
Promover a implantação dos sistemas de gerenciamento das atividades de Secretaria e utilizar a base de dados com informações técnico-operacionais e estratégicas; 
 
Propor a programação e acompanhar a implementação de capacitação e treinamento de recursos humanos e colaboradores, em atendimento às demandas técnicas especificas; 
 
Auxiliar o Ministro de Estado na definição das diretrizes e na implementação de ações do Ministério; 
 
Subsidiar a assessoria de gestão estratégicas com informações específicas necessárias à operacionalização do planejamento estratégico do Ministério; e 
 
Exercer outras atribuições que lhe forem cometidas pelo Ministro de Estado. 
 ";ORGANIZACAO INSTITUCIONAL-COMPETENCIAS;;;;;
